user_id,risk_score
U17995,0.9846545431696705
U15576,0.9802919525005327
U12604,0.977153261909102
U07486,0.9754409979097852
U12579,0.9750985545448932
U12640,0.974984935094476
U07656,0.9749601412067833
U15591,0.9741759235132982
U04821,0.973229885057741
U06259,0.97265112503095
U03150,0.9710060448049349
U06312,0.970537128511842
U23096,0.9705032286109764
U14802,0.9694869820043933
U07813,0.9694509103734128
U15553,0.9688639520169988
U05773,0.9683131082358095
U07461,0.9679615463672435
U13167,0.9677549788129017
U08068,0.9675761041163533
U12671,0.9671923695666359
U18089,0.9670001054108234
U12695,0.9668551353730855
U13249,0.9666092041457726
U16036,0.9665974824444787
U04818,0.9659411620323677
U04905,0.965810527167752
U16132,0.9657919283868962
U15506,0.9657357296158693
U18037,0.9645327402245999
U08079,0.9645087148450886
U07566,0.964347360064486
U26047,0.964314984519136
U26587,0.9636509720277235
U07613,0.9635389629129252
U12772,0.9628716317479462
U15445,0.9625342716786146
U12657,0.9623310479983354
U02352,0.9622859826947748
U07694,0.962214891198563
U07688,0.962039778484882
U109908,0.9612303071158522
U15551,0.961184983081912
U14944,0.9610106096734395
U05028,0.9607803332741142
U16081,0.9606852804164872
U07685,0.9598034011926194
U04911,0.9593643872292594
U12360,0.9591665518014465
U18018,0.9590843554833718
U07797,0.9589570866388307
U15720,0.9588891268087267
U05011,0.9586119453835563
U07501,0.9583477737320384
U12447,0.9581351310956785
U05098,0.9578498761462345
U08119,0.9576029064733268
U04888,0.9574103324303406
U07184,0.9570568911618185
U12744,0.9569411304455621
U15295,0.9569337240836028
U13152,0.9565766590575803
U15265,0.956268732367137
U04900,0.9562444943567244
U04842,0.9558262830214954
U07413,0.9552805630986136
U07372,0.9552256899611039
U07994,0.9551925441644337
U21876,0.9550760945660827
U15725,0.9549657752757857
U10468,0.9549311302100209
U18066,0.9549198307379548
U07796,0.9545246536593266
U16075,0.9544785955341267
U07707,0.9543881012298141
U08061,0.9542051916077788
U04877,0.9540643636314529
U16133,0.9540572567093244
U02318,0.9540358630363447
U16110,0.9539983317558001
U05074,0.9538911911400545
U12708,0.9537376021616011
U29622,0.9535120813946739
U26435,0.9534642314946756
U18095,0.9530529604773337
U07643,0.953012140611679
U07596,0.952961865968675
U15436,0.9527627374401385
U07198,0.9525199705950161
U05059,0.9524987649816453
U18143,0.9524040472385332
U29824,0.9520302545292468
U18115,0.9520144135016856
U18102,0.951824604987967
U15407,0.9516782101424177
U08021,0.9513501219902277
U18245,0.951261522767631
U18108,0.9510582617563905
U07874,0.9510135127870262
U03134,0.9505768390384242
U20723,0.9505469252382756
U21921,0.9501924843919534
U29386,0.9500693904232638
U18129,0.9500456546124711
U16187,0.9498817771868105
U13211,0.949847329047467
U15395,0.9497370403592901
U16248,0.9496291292570447
U12384,0.9494255320451567
U15079,0.9490611371525853
U15623,0.9490294913059303
U18153,0.9489346967076668
U04712,0.9487949265844722
U04878,0.9487104398023056
U18174,0.9486716764429715
U04838,0.9485732832877524
U18010,0.9484133909499233
U15746,0.9483882824282369
U11894,0.9483735782178121
U21022,0.948260213773354
U12546,0.9482440049255015
U29236,0.9482125130045196
U17898,0.9480661683357469
U17804,0.9479952296199635
U13126,0.947978072123822
U17932,0.9479751081048674
U07073,0.9478869434262994
U07741,0.9478287002878281
U07770,0.9477004451501356
U12787,0.9474862321830517
U15264,0.9473398162519153
U07791,0.9472757883263105
U16226,0.9471994952824991
U12760,0.9471580263451641
U15762,0.9470825481013636
U15338,0.947035678949037
U16088,0.9469913201746519
U23830,0.9469563106950418
U05042,0.9469322865972862
U07923,0.9465980429397426
U12542,0.9465624587082428
U06229,0.9461396615740745
U07597,0.9460368473411107
U21311,0.9459279186388564
U26494,0.9458829301955786
U08018,0.9457043663581114
U10531,0.9456505848087875
U03125,0.9456482291778404
U07984,0.945645944052343
U15373,0.9455582214397765
U07742,0.9454785097493579
U08165,0.9454410874711686
U09275,0.9451218575356305
U07171,0.945084764663882
U04989,0.9450435554256583
U07425,0.9449897655779655
