user_id,risk_score
U01080,0.8677247498731991
U01081,0.867649830146075
U01082,0.8675917373289882
U01083,0.8675363994919159
U01084,0.8673158527044528
U01085,0.8671327424554528
U01086,0.8671150303905019
U01087,0.8670523115848057
U01088,0.8669157215746529
U01089,0.866578974212809
U01090,0.8664264186531775
U01091,0.8660642770871767
U01092,0.865774563224268
U01093,0.8655328490816531
U01094,0.8653104469021465
U01095,0.8652040790256129
U01096,0.8651748789025564
U01097,0.8650794064007707
U01098,0.8643790281143042
U01099,0.8643345868487133
U01100,0.8636325499166757
U01101,0.8632679194164008
U01102,0.8631794306643246
U01103,0.8630746701303943
U01104,0.8629897467017176
U01105,0.8628654404985046
U01106,0.862429377679577
U01107,0.8624156923860203
U01108,0.8624031851852043
U01109,0.8618213409811456
U01110,0.8611652036129253
U01111,0.8610091659627485
U01112,0.8608580402889845
U01113,0.8608524668658828
U01114,0.8600675721677444
U01115,0.8599068075148806
U01116,0.859740027270142
U01117,0.8596564376176656
U01118,0.8596007076523309
U01119,0.8595934849674586
U01120,0.8592815590432364
U01121,0.8590140843658619
U01122,0.8586764889265407
U01123,0.8586651197107154
U01124,0.8583245762503134
U01125,0.8582889840921452
U01126,0.8581597416543165
U01127,0.857813467403624
U01128,0.857807481803271
U01129,0.8568527387845604
U01130,0.8567868084118038
U01131,0.8555988713323645
U01132,0.8555666713716749
U01133,0.8553256363920417
U01134,0.8552734382912135
U01135,0.8550796606539283
U01136,0.8550663156631587
U01137,0.8550489040000404
U01138,0.8549396132090131
U01139,0.8548194700078422
U01140,0.8547643605061525
U01141,0.85472107478729
U01142,0.8545070482138081
U01143,0.8543710256403443
U01144,0.853689813713696
U01145,0.8534264964665338
U01146,0.853333573387204
U01147,0.8530581216863254
U01148,0.8530261839165385
U01149,0.852750726106419
U01150,0.8525917692297162
U01151,0.8522408890131768
U01152,0.8518566611801076
U01153,0.8516528531378709
U01154,0.8515424884149171
U01155,0.8512794537176721
U01156,0.8511793040982595
U01157,0.8510156464514174
U01158,0.8509928062089024
U01159,0.8500431771937498
U01160,0.849741390985758
U01161,0.8497352446023126
U01162,0.8493451677000353
U01163,0.8490193110934453
U01164,0.8489635424219635
U01165,0.8489523815138891
U01166,0.848428750832496
U01167,0.8481415941775985
U01168,0.847390591993781
U01169,0.8472670191791151
U01170,0.8467305576439731
U01171,0.846270407319673
U01172,0.8462381777720537
U01173,0.8461076922537983
U01174,0.8459365538774591
U01175,0.8459306951366155
U01176,0.8457275774169054
U01177,0.8454337905856644
U01178,0.8448493672712399
U01179,0.8446340942282421
U01180,0.8440840422423119
U01181,0.8439254349021981
U01182,0.8435808322084135
U01183,0.8433213743651129
U01184,0.8430602618454579
U01185,0.8427593027767638
U01186,0.841693693331909
U01187,0.8416924330778504
U01188,0.8413681150181018
U01189,0.8413643507369456
U01190,0.8413234669358117
U01191,0.8413114188522416
U01192,0.8407623212309122
U01193,0.8406906150247018
U01194,0.8406889998573034
U01195,0.8405730361585114
U01196,0.8403020658945692
U01197,0.8402970423834134
U01198,0.8399879381318568
U01199,0.8398711639149257
U01200,0.8398053698418639
U01201,0.8390846837745709
U01202,0.8390145054273778
U01203,0.8388369473547944
U01204,0.838757056557883
U01205,0.8386303646553642
U01206,0.8385951132566233
U01207,0.8385593710595074
U01208,0.8384173686534095
U01209,0.8377807246078373
U01210,0.8364927758758725
U01211,0.8364493471041275
U01212,0.8361236477602088
U01213,0.8360553015961929
U01214,0.8356588268874953
U01215,0.8355583553765774
U01216,0.835144704395787
U01217,0.8350602837302137
U01218,0.8341362986516327
U01219,0.833975110758746
U01220,0.8335044035590504
U01221,0.8327589408146222
U01222,0.8309204402090997
U01223,0.8302131634253457
U01224,0.8295581928450818
U01225,0.8289654217455077
U01226,0.8287272222149247
U01227,0.8282674861900763
U01228,0.8277904102100129
U01229,0.827429622591689
U01230,0.8271627363640873
U01231,0.8266865198686247
U01232,0.8260249381599772
U01233,0.825862049108626
U01234,0.8254853525981726
U01235,0.8249997427699131
U01236,0.8248584673230793
U01237,0.8244050939231874
U01238,0.8242043408402442
U01239,0.8235919873384677
U01240,0.8230773891325176
U01241,0.8225884104116091
U01242,0.8223813778354099
U01243,0.8217416996622106
U01244,0.8198049217982901
U01245,0.8185858634267091
U01246,0.8180216665546431
U01247,0.8180123244187034
U01248,0.8176645520693516
U01249,0.8170277912947351
U01250,0.8166247133198259
U01251,0.8165956267318317
U01252,0.8162900987113374
U01253,0.8162339027636073
U01254,0.8160292187930653
U01255,0.8157998746916516
U01256,0.8154968302902943
U01257,0.8138872688695187
U01258,0.8133615322943997
U01259,0.8132631394130508
U01260,0.8126840640103836
U01261,0.8125235782716005
U01262,0.8116379779764695
U01263,0.8115946146303543
U01264,0.8108105988094608
U01265,0.8106170596981083
U01266,0.8101685841786269
U01267,0.8100943060369762
U01268,0.8090927249612179
U01269,0.8087666599879314
U01270,0.8086150404853745
U01271,0.8082674447693982
U01272,0.8079679163697792
U01273,0.8078124145919726
U01274,0.8076040445453719
U01275,0.8068285316338943
U01276,0.8066122974669173
U01277,0.8056060149606867
U01278,0.8055459438590339
U01279,0.8049639289462187
U01280,0.8048765740027659
U01281,0.8047689328143716
U01282,0.8043226855647366
U01283,0.8034472134163161
U01284,0.803003973905977
U01285,0.8029693628784732
U01286,0.802163577979429
U01287,0.8019515052928325
U01288,0.8008923512681113
U01289,0.8006586139838794
U01290,0.8002065891997213
U01291,0.8001807147904821
U01292,0.8000608319816136
U01293,0.7999853652547854
U01294,0.7999805325044025
U01295,0.7996373574120252
U01296,0.7996050015794266
U01297,0.799517815729986
U01298,0.7988451942017829
U01299,0.7984408515014603
U01300,0.7982040634381035
U01301,0.7978742596052727
U01302,0.7977131063161966
U01303,0.7976584873037885
U01304,0.797395109323908
U01305,0.7969038958444371
U01306,0.7968606100178508
U01307,0.7964317061819932
U01308,0.7963892332658767
U01309,0.7942390767282418
U01310,0.793398620452752
U01311,0.7908343538477912
U01312,0.7894432523273335
U01313,0.7886590468600131
U01314,0.7881521425467026
U01315,0.7860304630250277
U01316,0.7855003492652234
U01317,0.7854165487418574
U01318,0.7850343397321409
U01319,0.7846696649478571
U01320,0.784603367148511
U01321,0.7838384227989517
U01322,0.7830884358348325
U01323,0.7829813992027369
U01324,0.7827082608903175
U01325,0.7827029507680012
U01326,0.7814659936888142
U01327,0.7813337772239116
U01328,0.7808980641355281
U01329,0.7797127128751151
U01330,0.7794006452126716
U01331,0.779282995296976
U01332,0.778794159827684
U01333,0.7784725132395908
U01334,0.7780050984613139
U01335,0.7777595425293283
U01336,0.7776204319965259
U01337,0.7774476904456011
U01338,0.7757339917448979
U01339,0.7754990704493996
U01340,0.7749944272848895
U01341,0.7749092014260567
U01342,0.7748024189267932
U01343,0.7720692781270947
U01344,0.7709227153671794
U01345,0.7707751338405248
U01346,0.7705152682650116
U01347,0.7699671964062184
U01348,0.7688258840769379
U01349,0.7685005545439568
U01350,0.7675143585092508
U01351,0.7672263304391141
U01352,0.7666540108034893
U01353,0.7666219351436857
U01354,0.766087591717188
U01355,0.7658329829706341
U01356,0.7653126045567823
U01357,0.764468665512813
U01358,0.7628958145261976
U01359,0.7624039086018792
U01360,0.761878424471169
U01361,0.7602753125028653
U01362,0.7599257918021805
U01363,0.7586219446656991
U01364,0.7585539814932973
U01365,0.7583101984295427
U01366,0.7580813844881863
U01367,0.7573542814349485
U01368,0.7559986462848115
U01369,0.7551965738010787
U01370,0.755117604705224
U01371,0.7549168463415159
U01372,0.754811236280209
U01373,0.7537603785243498
U01374,0.7529201189383948
U01375,0.75229952366248
U01376,0.7513846892475986
U01377,0.7511321869736449
U01378,0.7500685150991494
U01379,0.7497218657914505
U01380,0.7496065142205007
U01381,0.7495409313308284
U01382,0.7494964610282826
U01383,0.7494158497275606
