node_id,node_type,risk_score,label
user_U36762,user,0.1579242943573227,0.0
user_U104528,user,0.3628487302058369,0.0
user_U11108,user,0.2596417951560944,0.0
user_U18395,user,0.1314336882277815,0.0
user_U104529,user,0.2099930268103221,0.0
user_U18396,user,0.2753919246433715,0.0
user_U03443,user,0.2082010470338969,0.0
user_U18397,user,0.1919697650315516,0.0
user_U02364,user,0.2587238949326916,0.0
user_U39139,user,0.2758308543319802,0.0
user_U03721,user,0.2033454370024098,0.0
user_U21975,user,0.1675224973777634,0.0
user_U36322,user,0.1680881478135242,0.0
user_U26621,user,0.2774073410265944,0.0
user_U104530,user,0.2009381772571703,0.0
user_U104531,user,0.1041234918351417,0.0
user_U18398,user,0.2009423563712442,0.0
user_U104532,user,0.3039482033614355,0.0
user_U104533,user,0.1417921184571058,0.0
user_U03722,user,0.2261581280697866,0.0
user_U104534,user,0.3165632947389076,0.0
user_U104535,user,0.2196596049750989,0.0
user_U31944,user,0.1324929664688078,0.0
user_U29937,user,0.1190213100675215,0.0
user_U23205,user,0.1738097626936366,0.0
user_U104536,user,0.2144426161829363,0.0
user_U29941,user,0.1558320733194996,0.0
user_U03723,user,0.3317287918282351,0.0
user_U10073,user,0.3090591088929532,0.0
user_U36564,user,0.2422896299006243,0.0
user_U39049,user,0.1636650376803641,0.0
user_U104537,user,0.1374106613252255,0.0
user_U03161,user,0.250282404568899,0.0
user_U08190,user,0.4355549847821312,0.0
user_U34543,user,0.1936593848822773,0.0
user_U18399,user,0.5869289818426706,0.0
user_U29942,user,0.2362899232530574,0.0
user_U18400,user,0.4866305675993566,0.0
user_U03162,user,0.3073543306222933,0.0
user_U05919,user,0.2139917491084522,0.0
user_U06033,user,0.4322000662439889,0.0
user_U03163,user,0.5467145514672178,0.0
user_U104538,user,0.1730638796887092,0.0
user_U104539,user,0.1440502146056375,0.0
user_U03164,user,0.1585743223165619,0.0
user_U32470,user,0.2529619254434243,0.0
user_U10164,user,0.4179003736296454,0.0
user_U08191,user,0.2843705469192371,0.0
user_U36565,user,0.219048834024527,0.0
user_U02365,user,0.2176191013455178,0.0
user_U34390,user,0.1876424053246487,0.0
user_U05108,user,0.3986331519334385,0.0
user_U35790,user,0.1477358089202206,0.0
user_U31945,user,0.1573703318744707,0.0
user_U36184,user,0.3626079919938525,0.0
user_U21976,user,0.2455414991457716,0.0
user_U33762,user,0.2058336106708643,0.0
user_U03165,user,0.1898913522455076,0.0
user_U104540,user,0.186055354091282,0.0
user_U40036,user,0.2065963957052608,0.0
user_U40037,user,0.2927748388147958,0.0
user_U29699,user,0.4281151209678657,0.0
user_U23206,user,0.2057969693239151,0.0
user_U36568,user,0.1199960001577516,0.0
user_U31946,user,0.1491237695421918,0.0
user_U104541,user,0.1509421951153948,0.0
user_U18401,user,0.2720695895435599,0.0
user_U33724,user,0.3404693423826948,0.0
user_U08192,user,0.5823611602467301,0.0
user_U104542,user,0.1224298783682332,0.0
user_U33576,user,0.2299163106831708,0.0
user_U18402,user,0.3834739674396353,0.0
user_U03615,user,0.1745258608700891,0.0
user_U33607,user,0.133334169904027,0.0
user_U104543,user,0.4139871394233793,0.0
user_U18403,user,0.1662167038030679,0.0
user_U29943,user,0.1622073673448523,0.0
user_U08193,user,0.2629212773341192,0.0
user_U03308,user,0.1746315898283406,0.0
user_U104544,user,0.3323194014183906,0.0
user_U06034,user,0.1659338523320865,0.0
user_U21415,user,0.3360062368087594,0.0
user_U36323,user,0.1900382652323002,0.0
user_U03166,user,0.1531715603408575,0.0
user_U23207,user,0.1720604211302343,0.0
user_U33679,user,0.2060918988388182,0.0
user_U33608,user,0.2124894809469205,0.0
user_U26622,user,0.1550116823839663,0.0
user_U29944,user,0.2731267210850289,0.0
user_U02366,user,0.1742158719855903,0.0
user_U32471,user,0.2272443677719518,0.0
user_U31947,user,0.1247114762601456,0.0
user_U32472,user,0.1734401758719192,0.0
user_U02116,user,0.2014088878747375,0.0
user_U02367,user,0.3303999688865231,0.0
user_U21977,user,0.3564336009135618,0.0
user_U35163,user,0.1318656798964936,0.0
user_U33732,user,0.1995657972418522,0.0
user_U23208,user,0.1805561693621866,0.0
user_U26623,user,0.2094582270360955,0.0
user_U33763,user,0.2338766417466589,0.0
user_U23209,user,0.1467810030647088,0.0
user_U26624,user,0.1682044358189789,0.0
user_U28171,user,0.189742252068008,0.0
user_U34391,user,0.2328345416429336,0.0
user_U38665,user,0.2172428681926588,0.0
user_U104545,user,0.12074661682513,0.0
user_U33764,user,0.4639074020900782,0.0
user_U35539,user,0.2840144336488395,0.0
user_U33609,user,0.4502349519946326,0.0
user_U33610,user,0.1361580098516801,0.0
user_U33611,user,0.3852955190619433,0.0
user_U104546,user,0.4479450979050879,0.0
user_U104547,user,0.1408427913394135,0.0
user_U02887,user,0.296713762649263,0.0
user_U23210,user,0.1888786129992524,0.0
user_U29700,user,0.1478287299946407,0.0
user_U11241,user,0.3531049932191705,0.0
user_U10165,user,0.3305847442538486,0.0
user_U104548,user,0.1330960966702561,0.0
user_U05109,user,0.5384729880022401,0.0
user_U104549,user,0.1607667884272423,0.0
user_U39188,user,0.2102928666815475,0.0
user_U02368,user,0.3202842290647662,0.0
user_U21416,user,0.1754676314152079,0.0
user_U01400,user,0.7356378284839242,1.0
user_U04021,user,0.2895760231209947,0.0
user_U34392,user,0.2304123883975744,0.0
user_U08194,user,0.241659367654192,0.0
user_U23137,user,0.2583709862454165,0.0
user_U104550,user,0.1421786770432681,0.0
user_U29945,user,0.2424342258708263,0.0
user_U104551,user,0.3130977369068618,0.0
user_U21978,user,0.3897301228975046,0.0
user_U18404,user,0.1723341280726443,0.0
user_U29946,user,0.1381751437399193,0.0
user_U104552,user,0.1237833799077997,0.0
user_U38711,user,0.2067633025820671,0.0
user_U26625,user,0.2619324107394549,0.0
user_U104553,user,0.2067801574685863,0.0
user_U05110,user,0.2057127483835567,0.0
user_U23211,user,0.1326576549316238,0.0
user_U32473,user,0.3909915020424027,0.0
user_U104554,user,0.3674969185899253,0.0
user_U36763,user,0.1796309928207223,0.0
user_U33612,user,0.3462290743184663,0.0
user_U32474,user,0.3580689044522485,0.0
user_U03167,user,0.1667864385655827,0.0
user_U08195,user,0.1731120228283753,0.0
user_U104555,user,0.2083741714976463,0.0
user_U34393,user,0.2459289365304334,0.0
user_U104556,user,0.1315412688609776,0.0
user_U23212,user,0.2867341253727844,0.0
user_U104557,user,0.1131361940918841,0.0
user_U28282,user,0.2538620159635014,0.0
user_U35791,user,0.160308152301497,0.0
user_U104558,user,0.2538862986053902,0.0
user_U02369,user,0.2007858135513712,0.0
user_U34394,user,0.329289504499348,0.0
user_U34395,user,0.3620380714495101,0.0
user_U104559,user,0.2096353723024103,0.0
user_U03444,user,0.3100830921026027,0.0
user_U18405,user,0.1604356403953254,0.0
user_U06035,user,0.4998622821850326,0.0
user_U06036,user,0.1386806977532688,0.0
user_U03168,user,0.2148208703841936,0.0
user_U104560,user,0.5951905647462262,0.0
user_U40737,user,0.2102969345472103,0.0
user_U18406,user,0.2520382710339988,0.0
user_U33765,user,0.2628867748747429,0.0
user_U33613,user,0.2527849358685136,0.0
user_U31948,user,0.2135127914512429,0.0
user_U104561,user,0.3346191492926012,0.0
user_U104562,user,0.2356625617041567,0.0
user_U18407,user,0.2243365479916466,0.0
user_U26626,user,0.453600645763071,0.0
user_U02370,user,0.5713327405208083,0.0
user_U03724,user,0.1656841709447733,0.0
user_U29701,user,0.2417373202144442,0.0
user_U39050,user,0.178913734870707,0.0
user_U02371,user,0.199800139015203,0.0
user_U104563,user,0.1744921134239646,0.0
user_U03169,user,0.2917861814102788,0.0
user_U104564,user,0.1020161643806003,0.0
user_U23213,user,0.165298020937104,0.0
user_U104565,user,0.1279867318935422,0.0
user_U33614,user,0.3845291810826204,0.0
user_U29947,user,0.1615382753964545,0.0
user_U35792,user,0.1762201985152179,0.0
user_U02049,user,0.1594515444214414,0.0
user_U01730,user,0.1701178579947244,0.0
user_U34396,user,0.1848805735594784,0.0
user_U26627,user,0.170603262928624,0.0
user_U03170,user,0.2615182319987023,0.0
user_U104566,user,0.2153152773709853,0.0
user_U34397,user,0.2426984080314052,0.0
user_U32386,user,0.2417365535234982,0.0
user_U02596,user,0.2391304477816335,0.0
user_U34398,user,0.1345841426521637,0.0
user_U08196,user,0.5786438513723472,0.0
user_U21417,user,0.3718437800075068,0.0
user_U08197,user,0.2345487053564499,0.0
user_U39051,user,0.2127050824691382,0.0
user_U104567,user,0.1936214914366194,0.0
user_U03171,user,0.2665539522385451,0.0
user_U104568,user,0.2584885758741965,0.0
user_U34399,user,0.4222459251438308,0.0
user_U104569,user,0.2631776034071779,0.0
user_U08198,user,0.1427730672924994,0.0
user_U18408,user,0.2882778436667053,0.0
user_U36307,user,0.5418277054987976,0.0
user_U29702,user,0.2273955019641752,0.0
user_U05111,user,0.2115591884208801,0.0
user_U104570,user,0.2152952237668121,0.0
user_U02372,user,0.2210234119986238,0.0
user_U18409,user,0.3254959427460691,0.0
user_U35164,user,0.2314848814752662,0.0
user_U29948,user,0.176548292917138,0.0
user_U33615,user,0.2830416579063545,0.0
user_U29949,user,0.290307960187046,0.0
user_U23105,user,0.133854005982624,0.0
user_U02373,user,0.2873132354132249,0.0
user_U35165,user,0.265455752324881,0.0
user_U18410,user,0.2262037292127358,0.0
user_U104571,user,0.1232678793393045,0.0
user_U34400,user,0.3854718037176204,0.0
user_U104572,user,0.1807694569470712,0.0
user_U23214,user,0.1947480663937463,0.0
user_U23215,user,0.1537422524264566,0.0
user_U36163,user,0.480082134825996,0.0
user_U104573,user,0.2927882253063376,0.0
user_U28283,user,0.1822891589160146,0.0
user_U104574,user,0.5467249201124922,0.0
user_U03725,user,0.3654759189910584,0.0
user_U104575,user,0.121410762877943,0.0
user_U26628,user,0.1935383758946174,0.0
user_U34401,user,0.2220285342114749,0.0
user_U104576,user,0.1446281606316164,0.0
user_U33616,user,0.5044954234668237,0.0
user_U104577,user,0.1370996271332516,0.0
user_U23216,user,0.1430500545058115,0.0
user_U03172,user,0.7269695741613894,0.0
user_U104578,user,0.1756668041412745,0.0
user_U26629,user,0.1448729546148047,0.0
