user_id,risk_score,status
953899,0.9997593281667092,1
927761,0.9996266680035221,1
933419,0.9994440336930605,1
989167,0.9994372128263708,1
994188,0.9993301980053825,1
950664,0.9993297969142539,1
914552,0.9992979293287765,1
931616,0.9992869333975738,1
882768,0.9992087554183666,1
943498,0.9990601559860747,1
949957,0.9988128708301157,1
954821,0.9983587799534919,1
940971,0.99829948631849,1
942192,0.998285652925052,1
721945,0.998147374477559,1
980479,0.9977855273969299,1
959954,0.9977853742877039,1
967010,0.9974074128640997,1
990387,0.997276301046396,1
972946,0.9972608689444478,1
404279,0.9971580457421426,1
207028,0.9968542964711221,1
945822,0.996818443917978,1
893713,0.9967794456244369,1
967784,0.9966035530203902,1
932527,0.9965347381955512,1
967504,0.9964811827797296,1
961713,0.9964420216051969,1
186415,0.9962680098308558,1
733207,0.9962361508349449,1
973606,0.996173335343397,1
834093,0.9960052306107466,1
969317,0.9955911918711512,1
890024,0.9955731008151403,1
869952,0.9950004632405823,1
874031,0.9949597747102118,1
936758,0.9943854820878714,1
985485,0.9939386070491202,1
986026,0.9930445165624004,1
625760,0.992192337926423,1
953103,0.9921473829227733,1
973764,0.9919903499632939,1
970274,0.9917055062829692,1
969319,0.991696879218631,1
966931,0.9916496724361347,1
167922,0.9912229353555096,1
866680,0.9911555258531555,1
880766,0.9906535681851703,1
589906,0.9902040027029906,1
804344,0.989530590871818,1
827756,0.988102598589852,1
986564,0.9873411408061573,1
921894,0.9870706395154879,1
362431,0.9868597385526237,1
959546,0.9867577673209688,1
979296,0.9866216198343726,1
982678,0.9854849500106803,1
982072,0.9853463716698763,1
355761,0.9853183433046719,1
977862,0.9849149014479602,1
1000358,0.9843308046492175,1
562909,0.9842739395190617,1
819247,0.9824640554417209,1
227712,0.9821493841285787,1
691762,0.9820203715557341,1
834729,0.9816079647142768,1
936903,0.9810284395227785,1
986361,0.9808817614632293,1
958043,0.9804309988961638,1
428169,0.9794481472281189,1
966116,0.9787817988898768,1
257706,0.9780762208697128,0
846479,0.9775286325646825,0
932995,0.9771088203483345,0
821668,0.9763436423131256,0
605619,0.9763029551020849,0
985039,0.976291698882207,0
931376,0.9754628377985625,0
577340,0.9748698378391544,0
63961,0.9737058784146617,0
996176,0.9728590167483846,0
971666,0.9724143618418883,0
410016,0.9718794516316908,0
231490,0.9718695201116851,0
972546,0.9710150101487006,0
866120,0.9705912544935879,0
937497,0.9705225223305096,0
932275,0.9700134576299767,0
258203,0.9689724071380149,0
932643,0.9681591340787966,0
875547,0.9671446305682941,0
791720,0.9671348561396071,0
140079,0.9662508005711632,0
952643,0.9659817915199322,0
953921,0.9655569968177029,0
863130,0.9651324480417188,0
804280,0.9644736371032335,0
802756,0.9640128309231735,0
832210,0.9638993398896313,0
823552,0.9628001841177312,0
988774,0.9609347310645745,0
489080,0.9604935028666253,0
881346,0.9599788428068109,0
908511,0.9598966941785123,0
878766,0.9597038707717035,0
736608,0.95948744907873,0
953904,0.9593698834245176,0
348162,0.9590515561777576,0
974873,0.9585127061254481,0
951035,0.9581590044669088,0
977503,0.9581313770291094,0
896197,0.9578657607111406,0
891138,0.9576042569401322,0
973143,0.9559961906358186,0
752685,0.955391359670395,0
876669,0.95534760996699,0
803359,0.9552994110011931,0
810432,0.9542505834827822,0
975892,0.9542380955603622,0
991612,0.9540570262639003,0
998543,0.9536711854755169,0
939801,0.9529619631113556,0
982026,0.9527619663078822,0
836814,0.951478184802762,0
838102,0.9505146881109393,0
783587,0.9495853205459213,0
885916,0.94958289838544,0
885200,0.9488286807930825,0
241410,0.9479356044432516,0
700883,0.9478990234986312,0
652796,0.9435810136443833,0
817057,0.9431380539790222,0
256073,0.9425699172772183,0
688785,0.9419582449509573,0
422083,0.9415029169992147,0
910387,0.9411476698583854,0
794114,0.9411195187113492,0
815426,0.9396405802911686,0
803670,0.9394479258729388,0
194101,0.9392318096519847,0
968636,0.9375141195382022,0
903885,0.9357854345262064,0
75883,0.9354519712752963,0
846874,0.9333627821891515,0
876436,0.9328019699065971,0
998010,0.93238957400706,0
594112,0.9314240827850578,0
888140,0.9311444211958986,0
978326,0.930540316804782,0
39657,0.9291848634309277,0
641214,0.9275472394760917,0
961201,0.9269954072936386,0
921499,0.9263344673761053,0
959940,0.9256759629328262,0
991527,0.9238966587989413,0
788304,0.9232365904385269,0
898399,0.9229571761369175,0
917724,0.9222698293839224,0
487598,0.922064938240351,0
810409,0.9214938810518938,0
252377,0.9212305701334363,0
986705,0.9211722924789562,0
43301,0.9205655638725099,0
35096,0.9203509523436529,0
756235,0.9181684068888641,0
923107,0.918011488765303,0
822900,0.9178837124598588,0
154125,0.9176978680990705,0
781349,0.9161912078937083,0
908425,0.9158262381613821,0
334198,0.9155661520966848,0
979572,0.914438662902914,0
139081,0.9142069405237769,0
870187,0.9136407124026157,0
920359,0.912569608598517,0
709075,0.9119800625302852,0
888628,0.9116147505273968,0
839037,0.9109927204303907,0
962483,0.9109798566835915,0
876080,0.9093733467025167,0
97050,0.9079696193303778,0
951674,0.9071340312331987,0
908630,0.9070249897034194,0
807574,0.90662730851532,0
694328,0.904747890629764,0
112941,0.9045728510421669,0
861690,0.9038779597240428,0
912220,0.9029412729273192,0
972639,0.9020724404610782,0
815314,0.9015076193388096,0
797519,0.9005256729959119,0
798879,0.9001562596800515,0
