node_id,node_type,risk_score,label
user_3,user,0.0711592350313884,
user_4,user,0.1808123647021817,0.0
user_10,user,0.1180089236952248,
user_26,user,0.2055044763388858,0.0
user_37,user,0.0596005985140667,0.0
user_41,user,0.0342976064529821,0.0
user_56,user,0.1702657655344075,0.0
user_87,user,0.0466118600481429,0.0
user_98,user,0.1273424597414362,
user_112,user,0.3479039859688784,0.0
user_131,user,0.0509482757695356,0.0
user_134,user,0.1544623858987147,0.0
user_139,user,0.0615301082546857,
user_140,user,0.0647791619550453,0.0
user_146,user,0.0394800140678729,0.0
user_158,user,0.1115796637829097,0.0
user_159,user,0.0613369311198502,0.0
user_167,user,0.0978712084410859,0.0
user_185,user,0.0534546588765585,
user_189,user,0.1378103448225591,0.0
user_197,user,0.0376869101189602,0.0
user_210,user,0.0473229055230659,0.0
user_212,user,0.209294126620735,0.0
user_213,user,0.0865150953859432,0.0
user_216,user,0.0358254000708773,0.0
user_218,user,0.1527398529191917,
user_228,user,0.0871814324329163,0.0
user_234,user,0.0704800069802692,0.0
user_235,user,0.0403661276685634,0.0
user_241,user,0.0878594220133763,
user_254,user,0.0363561577230923,0.0
user_273,user,0.0338425573985978,0.0
user_276,user,0.7253065061691565,
user_308,user,0.1151578033420902,0.0
user_319,user,0.0410350259746871,0.0
user_322,user,0.0353380787105446,0.0
user_323,user,0.0843691440997063,0.0
user_327,user,0.3624572037261351,0.0
user_334,user,0.099334511177407,0.0
user_354,user,0.0490118818018581,0.0
user_361,user,0.0419276189825861,0.0
user_373,user,0.0924101764591859,
user_374,user,0.1973313803835633,0.0
user_381,user,0.0883659882208894,0.0
user_391,user,0.2549756194422325,0.0
user_397,user,0.1282141891618259,
user_403,user,0.0731565949911683,0.0
user_405,user,0.0639145520917185,0.0
user_413,user,0.1349680452737298,0.0
user_433,user,0.041975095995195,0.0
user_442,user,0.0617991992071525,0.0
user_460,user,0.0407496003580624,0.0
user_477,user,0.1220208571181599,0.0
user_481,user,0.0527593567469707,0.0
user_489,user,0.0377335930691395,0.0
user_491,user,0.0602944174112919,0.0
user_500,user,0.525499286139814,
user_505,user,0.0565026162766361,
user_506,user,0.0571248111874905,
user_508,user,0.144257870578384,0.0
user_517,user,0.2484673664917255,0.0
user_538,user,0.1869436401731092,0.0
user_541,user,0.034448478454691,0.0
user_550,user,0.0700588607475942,0.0
user_559,user,0.1174092781774618,0.0
user_564,user,0.068149476980848,0.0
user_572,user,0.0479971124040967,
user_576,user,0.0955580538704775,0.0
user_577,user,0.0679938952871785,
user_578,user,0.0741801734185167,0.0
user_587,user,0.0649143676176953,0.0
user_589,user,0.1615631029878319,0.0
user_606,user,0.0361236749137998,0.0
user_622,user,0.0648857252017214,0.0
user_630,user,0.0763148729637187,0.0
user_640,user,0.0856326142169725,0.0
user_655,user,0.1089125195660806,0.0
user_674,user,0.0363602386490664,0.0
user_698,user,0.0483567298302238,0.0
user_706,user,0.0377902433669714,0.0
user_722,user,0.1314710028406743,0.0
user_744,user,0.0592620622159445,0.0
user_750,user,0.2135777657957352,0.0
user_756,user,0.1742998085209783,0.0
user_773,user,0.0426896693292023,0.0
user_774,user,0.0622314632313484,0.0
user_778,user,0.1034237065129422,
user_801,user,0.0558738723923986,0.0
user_813,user,0.1574921740541516,
user_816,user,0.052627961829904,0.0
user_824,user,0.0467252241402919,0.0
user_828,user,0.1248990815105171,0.0
user_833,user,0.0524980812761284,0.0
user_834,user,0.0798882112722975,0.0
user_837,user,0.1167655958663698,0.0
user_846,user,0.0582575966059607,0.0
user_885,user,0.1409207294060981,0.0
user_898,user,0.0697560006390105,0.0
user_899,user,0.1434045080388744,0.0
user_917,user,0.2080957765429714,
user_935,user,0.0608972650214902,
user_950,user,0.0894034282849935,0.0
user_1021,user,0.1168672026546297,0.0
user_1027,user,0.0383945207655387,0.0
user_1047,user,0.0916049519938657,0.0
user_1056,user,0.0968072573224522,0.0
user_1066,user,0.0606442892262114,0.0
user_1067,user,0.0726004432635918,0.0
user_1090,user,0.0311227828275378,0.0
user_1097,user,0.5878557155707598,
user_1140,user,0.0756257726720254,0.0
user_1155,user,0.0407243317793157,0.0
user_1158,user,0.1004705336550813,0.0
user_1164,user,0.0445999119393751,0.0
user_1198,user,0.0381970540309537,0.0
user_1207,user,0.0863218576398456,0.0
user_1211,user,0.0679308163166868,0.0
user_1212,user,0.0974612205032483,0.0
user_1221,user,0.0348399352814479,0.0
user_1239,user,0.0726524568427293,0.0
user_1250,user,0.1008108678913939,0.0
user_1284,user,0.0318763241307092,0.0
user_1289,user,0.0376322587240332,0.0
user_1296,user,0.0624382879890491,0.0
user_1303,user,0.0621900750295006,
user_1311,user,0.4546356582569855,0.0
user_1318,user,0.5203461676480362,0.0
user_1320,user,0.0537317411737917,0.0
user_1323,user,0.1685964988471777,0.0
user_1328,user,0.0655569050018033,0.0
user_1331,user,0.0956681191517497,
user_1333,user,0.139734124397797,
user_1336,user,0.1053470850982123,0.0
user_1339,user,0.0922730145847271,
user_1345,user,0.1004299223128769,0.0
user_1348,user,0.1469180824807754,0.0
user_1355,user,0.0934534012665093,0.0
user_1356,user,0.0533076108094239,0.0
user_1364,user,0.0862150405033171,
user_1372,user,0.2333964541395899,
user_1375,user,0.0904148462795929,0.0
user_1400,user,0.073312497280775,
user_1403,user,0.0395453010210079,0.0
user_1409,user,0.0536016963272182,0.0
user_1411,user,0.0394603291194457,0.0
user_1424,user,0.1163820521082758,0.0
user_1430,user,0.0687267178119377,0.0
user_1439,user,0.1078533835769184,0.0
user_1442,user,0.2028318007777886,
user_1446,user,0.0778140760028574,0.0
user_1466,user,0.2445801431030457,0.0
user_1471,user,0.0391815870905811,0.0
user_1476,user,0.0495851657653062,0.0
user_1481,user,0.9949818446332424,1.0
user_1507,user,0.0675617449418107,0.0
user_1524,user,0.1123193715566146,0.0
user_1527,user,0.0894802845321909,0.0
user_1546,user,0.0473881767544357,0.0
user_1553,user,0.0870331144147569,0.0
user_1555,user,0.0569136051943265,0.0
user_1568,user,0.0979529950250176,
user_1572,user,0.0914939093654094,0.0
user_1582,user,0.0635919499539422,0.0
user_1588,user,0.1416984397931787,0.0
user_1596,user,0.0350687440824897,0.0
user_1600,user,0.0981442949478943,0.0
user_1606,user,0.1870229102169021,0.0
user_1621,user,0.119156639868817,0.0
user_1659,user,0.0382363607266832,
user_1661,user,0.1352866082609336,0.0
user_1663,user,0.0951778500715009,
user_1667,user,0.0782714095439558,0.0
user_1672,user,0.0960480581321782,0.0
user_1681,user,0.051192525573446,
user_1686,user,0.0790148702540963,0.0
user_1687,user,0.5517084200491723,0.0
user_1718,user,0.171861180820711,
user_1722,user,0.1038609731796248,0.0
user_1733,user,0.136680879044053,0.0
user_1736,user,0.2116364557411278,0.0
user_1748,user,0.0450939011904317,0.0
user_1765,user,0.1043396644940606,0.0
user_1767,user,0.0813749998912828,
user_1771,user,0.0911377257846055,0.0
user_1796,user,0.1915617524227167,0.0
user_1808,user,0.0423842813467736,0.0
user_1827,user,0.2453184940004397,
user_1828,user,0.0405346630468064,0.0
user_1840,user,0.0383755956031753,0.0
user_1847,user,0.0327370581395163,0.0
user_1850,user,0.0656906151821043,0.0
user_1857,user,0.1236204336756615,0.0
user_1858,user,0.1301019871029668,
user_1881,user,0.0396706110473246,0.0
user_1917,user,0.1589462764128754,0.0
user_1919,user,0.1055648005363309,0.0
user_1928,user,0.1473459176514318,0.0
user_1931,user,0.0358192967011039,0.0
user_1940,user,0.0456291643384329,0.0
user_1974,user,0.0603280988506613,0.0
user_1980,user,0.0454218267667306,
user_1987,user,0.0473945730353149,
